EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS
476455.2648,10622460.75,4675450.143,799541.067,1291558.363,-1078771.897,11677083.07,,6010063.99,345783.9234,,,165421749.2,14846279.84,,2656688.017
,19635117.95,8122115.004,,365135.7759,-4149682.409,21459614.02,357315.5717,3358669.173,1963003.826,,-4346357.841,108385662.9,42451452.18,9347089.982,10738045.08
,1487450.065,,73083.54876,345982.9917,-848173.8574,,28816.72092,1042483.028,20379.93634,8090155.865,-4861074.416,61637371.51,13212336.41,1450575.217,1450629.825
3843230.498,55440508.89,9249795.587,,689510.784,-7571091.801,57771332.61,2201677.271,8993261.851,7309155.113,22690919.98,-4770932.161,,117865363.1,15837495.66,23028540.87
2259399.349,,,32209385.26,6374074.964,-4229194.463,34759017.53,781359.4121,16720543.78,741511.0658,19125408.85,,238406170.9,390450842.7,6884786.794,7129775.493
837176.3477,11595713.18,2067079.401,2487729.552,609746.0327,-4825549.904,13916352.27,130439.3467,2256152.204,143288.366,10387201.45,-3418050.549,48487641.65,,10344396.08,10214184.1
874745.8765,7674786.138,29960.78419,,1138856.665,-13659192.76,5722753.027,,1403013.089,4166.701433,15904686.61,,,74046591.39,3497717.544,3696436.013
1630004.895,11864481.69,1283399.377,,1908751.268,-4371195.227,16494914.89,500668.1024,2873348.227,1585629.386,3846647.765,-2468236.676,44823118.79,138929921.2,14347333.72,14646299.34
649072.711,23025399.29,14225971.13,446009.3597,,-3832140.004,27998234.55,150324.3317,4692185.279,139654.2951,16432662.66,-7126422.003,161096707.6,248134078.9,,9185047.8
523981.952,23685979.39,1438742.374,1845910.783,435110.8557,-3438619.243,29981175.43,647325.9116,1384200.237,3202016.129,11495258.47,-1905626.985,69557755.94,33030959.4,20501082.65,19421439.37
282198.3648,,797084.8069,1247279.844,142365.9149,,19027545.15,40234.15232,3577832.827,55444.34887,2612434.319,,18928367.91,26921478.75,4359500.978,2287187.783
,10216122.54,3527981.262,7130492.076,1379916.279,-5317551.884,23582473.15,175674.9674,,486411.2116,6746325.756,-4897175.593,,83399849.13,8135301.454,4190424.062
158532.8835,18488016.45,5223330.08,424187.8377,,-30740.47189,,99076.80412,,91721.21768,19761780.64,-2871854.874,259508779.3,,17667224.74,12915578.74
426729.2011,4009169.736,,379410.185,987060.4267,-6264113.438,3304446.434,199757.571,2889034.886,732809.2643,9519795.629,-3364235.161,44630755.93,,1700334.53,2017238.572
1205570.771,22009029.58,12218245.67,,461246.4414,-612561.6189,32699238.27,124352.0566,2468905.598,,12831532.94,-3331784.923,127929398.4,38713407.56,10907592.89,17465296.78
1340868.072,30457250.97,3824187.761,12641356.06,3581817.026,,26784065.61,283090.9076,2039569.349,109184.5416,18000737.01,-5778101.014,191346394.5,317706575.1,5237318.465,
279454.6425,7127306.003,5415564.808,314702.0235,1945285.713,-464630.7542,6680518.146,,1085774.831,174865.1178,13518442.48,-5360785.158,110239431.1,121512042.2,3177894.127,
536340.2153,14137033.76,1171210.967,771942.5004,,-7452018.747,12421252.06,207509.4491,2193229.614,997912.6153,11472620.26,-2611520.457,,73511089.78,14934020.29,
1803288.938,18821093.74,2214946.42,15350549.89,2713904.345,-8307701.864,27995772.75,582011.0163,3346260.95,126612.7518,18441437.53,-3341999.746,168564427.8,192657972,23392762.34,16834726.17
,24837255.09,1462706.985,4966638.054,159032.464,-2408510.251,24145573.66,,1558839.449,260810.4545,14827368.22,-4187745.568,,21962539.12,12076349.23,13062227.94
4187533.057,28225893.54,1756599.119,,1489277.423,,19953174.03,421357.5409,7677049.804,55776.8085,25838848.23,-6616539.02,141694771.2,164257709.9,4075718.393,6831281.854
,13779455.07,2327116.896,2522723.567,1372080.052,-5197477.092,15692991.07,158802.7616,1447346.373,245052.8944,12208034.27,-4481628.514,108197688.1,,2822140.529,9883315.534
998316.9749,20623125.42,3192512.604,1214599.889,436722.5832,-3758956.934,,246591.2644,1672969.569,2667813.652,5115461.921,-1648632.802,32881986.33,46813410.34,16055332.49,
2807970.743,,3226261.5,1165554.573,1146611.47,-4574009.733,5448130.442,737406.2419,6543793.789,3296101.936,10453569.09,-3039841.513,73899608.01,,772369.2596,2752094.969
1183700.148,,3469257.928,,1247883.552,,25242420.76,117270.7383,377462.8177,192542.4546,9062684.103,-2316733.18,98733290.68,151781033,24040164.41,29684110.66
,10605200.52,4696917.928,923578.8311,,-6422882.898,8135257.373,243991.4702,3904497.477,1998696.887,7574265.69,-3248601.99,62491974.58,124688125,6369460.342,9899912.874
2483826.488,36957689.93,2603258.131,5189104.517,1590512.665,-8004710.094,27859330.17,503610.855,,1849651.831,16859549.96,-2233500.826,148397570,90739369.28,,25515385.32
,66455028.53,5106566.705,47048044.62,1872523.402,-5860890.58,87100027.6,793454.176,7012607.757,2199703.974,,-6488694.583,116983279.9,1046451482,36161411.25,31039682.74
545359.9456,26765788.6,1910976.418,6730165.836,738893.2152,-2072410.56,28002102.23,257651.4273,2058522.364,400850.0221,9752680.457,,69884533.07,53284976.95,14841101.79,
410439.7224,14560477.44,3301352.511,783406.9455,385136.4959,-4847898.589,15732123.48,887709.1361,7906007.728,795303.0814,21547914.9,-7307744.939,63629346.75,50887737.68,2281867.044,2646005.134
1092998.988,17139216.83,774865.4122,13260263.86,1551047.021,-5368327.216,12080477.81,662463.665,4429016.155,567637.0727,12107537.65,-4056472.057,,47820456.18,,5742768.1
2130596.958,12452390.14,9377764.764,3188100.264,2775072.796,-4237394.44,20516057.59,,10539647.93,287634.8236,,-5652886.955,,157461160.6,5808757.641,5305554.367
948211.3153,29438293.85,2608946.272,4913939.447,847528.1801,-7330867.276,32973494.53,560774.2658,1748685.161,561121.2371,,-5218563.1,,233983729.6,20629247.12,22645482.15
,33549408.22,6128552.911,,2697989.23,-937912.1823,,,,93478.1996,18361325.93,-4125838.838,209722523.2,265553248.8,30838652.09,
504838.8859,15231700.02,1465158.782,4684854.848,2674545.77,-3328484.813,22579381.4,231570.3938,3294898.947,1095136.384,4735506.768,-2588438.156,73475917.4,235375674.9,28457940.27,14744679.07
,,197925.7518,1779595.511,278634.6517,-9667167.003,10118744.98,194557.3715,,44550.24898,18439289.07,-2039128.177,51428878.38,12077296.83,13339036.3,6982383.12
1134028.161,8966545.386,178275.2903,14745837.42,,-7428321.559,9309163.136,456532.0575,2468331.054,176777.8723,14033842.63,,60326470.83,36065088.5,1906154.53,
5616834.002,14124000.1,11187196.95,4457861.624,1764086.361,-1243180.95,15768387.04,557559.635,1152948.459,2341074.8,5413179.431,-2405055.971,,134909605.3,7924726.812,24598897.54
675095.0306,30737907.37,3830507.57,,3234714.249,-2772277.727,29028222.97,252674.3656,2542555.655,13641.71382,16000473.8,-4903787.209,149985760,302924092.1,20531977.31,17958465.03
1430235.118,,7785564.264,4104167.119,1812624.583,-6189244.767,21740601.74,923540.0608,6577459.268,668206.9011,22751661.63,-6607304.464,132952151.7,252604137.8,,11166766.74
1375864.538,30827324.09,6157433.811,4165840.134,861584.4193,-2074595.609,38964561.14,787976.0079,2648308.272,4242013.259,7350326.373,-3946473.967,75275855.08,180005635.8,23733844.5,24793819.41
1294353.166,21278938.53,,20934026.89,1497047.622,-5653460.943,36580331.02,272847.6878,5583004.397,747675.2333,9223284.881,,71305512.61,92659875.33,,12963114.17
1880027.453,46037792.44,5506231.991,16834245.58,,-4115785.197,,726563.2575,7187523.085,1383680.374,15365232.98,-4875534.12,123292213.1,114534456.1,13195810.52,
2372428.552,18464046.15,,4277678.444,2376405.575,-12801221.47,8471917.489,217978.9075,2950319.973,143765.6374,17223933.31,-2878026.915,100949702.2,149215372,9608588.199,11028574.41
3545261.595,39052382.98,9857445.33,16507887.68,1648561.668,-3711702.865,69003864.16,4302015.844,13136876.86,,,-5650310.533,141305335.4,318319185.9,19562719.62,
552518.6471,19974544.86,11035782.75,167325.5489,1261826.478,-4969685.77,11001761.32,154338.8306,,365671.3696,18391205.77,-4661515.326,153940480.3,,10689730.88,10240565.57
1574376.376,,14572180.22,401495.5649,763808.5468,-475878.3726,15839348.59,915896.0935,3836676.76,4399358.487,13522591.57,-2912575.434,129116546.4,,,11678935.41
8442998.94,36418378.99,4123567.059,9707049.211,,-11583062.91,31165043.2,,10278312.65,2451892.216,17135036.86,-4770805.666,113012123.8,186238531,11203280.71,14022563.56
157340.4175,4989540.032,,254405.1876,,-4243633.923,2008179.412,227090.2102,3882659.942,,19584077.25,-2934647.047,,7919923.209,,745115.5733
96409.28569,2110575.03,614496.5265,471033.6402,521601.1153,-354656.1522,2330660.69,271497.9931,,,11492145.21,-4908193.31,25125272.95,15085225.5,1719803.058,989940.8635
1358628.641,58897371.39,7269513.457,18576816.51,2449606.145,-9638111.157,62560730.55,569835.8951,14437258.9,25154.66378,32677978.1,-8314227.415,,688184098.8,10117865.13,
229780.4999,23088246.43,8570884.2,,406947.9144,-780196.7945,37037405.5,139038.7383,3046961.933,307732.1248,17807260.05,,122434071.6,,17589859.4,
1353470.443,,5459307.978,761357.4977,326165.2673,-1168426.352,8151111.518,,7657467.116,4469642.807,3967481.921,-5407039.937,16364125.92,47088367.08,2124079.184,3735316.921
314011.6426,10755250.49,2519062.652,642192.8533,295565.9277,-2848712.555,8535947.464,,1451693.609,132742.9145,16496261.48,-3672557.367,65083865.66,15991696.24,,6398490.91
1060981.931,5494103.847,1184893.606,9114612.053,2314279.495,-3496607.437,,699618.5235,8035452.568,274039.1978,16409561.65,-5023413.139,76099987.12,36440963.99,655212.1522,1755264.597
10085169.49,14647014.82,2688596.759,26199833.81,2778891.517,,29344530.82,306910.1886,17431084.63,,6823194.7,-3549053.192,87935585.01,140034043.2,,7232312.695
492602.1402,,271144.1026,4204319.104,2076785.663,-6111195.324,,78250.4329,1346166.529,12349.69684,8856761.857,-3322740.933,68902641.9,69850261.94,6734268.002,5985109.213
1015527.922,20012309.85,,1305082.339,1754283.502,-1480300.125,20467010.65,273584.0458,3793798.12,697037.9316,14729943.34,-3098236.083,166541385.3,86589144.07,15312169.22,13941652.18
3761370.462,25364503.7,953546.4595,13531534.11,2577940.731,-9676219.435,14689806.6,1079506.287,9459702.33,6234001.836,,,,196185744,12003074.64,10496818.51
1638252.007,15967098.21,4289389.049,2560505.628,881944.7136,-2162368.971,22880142.91,534498.0635,1992607.975,5714704.678,-431066.8589,,32861145.46,232406697.1,16447625.27,21335423.1
924984.3048,,8106916.05,3724402.676,1399550.411,,28369426.08,331457.8875,4550000.083,1486693.788,9305151.298,-6800336.255,,312048722.4,6322908.07,12912906.76
1010672.895,,1040438.973,5036150.31,1059164.061,-5236339.757,15329533.75,446478.7848,4934378.368,1213403.418,10933326.63,-4804104.22,45083437.14,63813953.05,3521119.816,6218636.009
513936.0616,32258214.93,6179204.853,5283866.707,2526583.557,-1594620.496,35824529.68,296655.1788,2842585.697,409877.2894,13645322.63,-6340362.181,,560746297.4,15844336.31,18486946.87
1044228.848,,,4243139.266,302674.2061,-3448116.112,55723785.23,796583.3076,4828802.108,759391.3236,18593948.73,-7500260.678,94856407.2,179554136.9,,15876121.95
,22952340.38,,1460184.662,2333640.007,1789783.842,29127268.29,747051.0717,5007083.146,3263955.287,15374568.6,-3523822.68,200687435.8,88246627.91,10741045.9,13353961.32
5135696.157,44085309.31,9161736.576,,,,47873639.01,975050.0312,5795872.014,5096017.261,11619574.21,-4256312.007,108096197,287043877,21698262.82,27803646.39
469623.9658,25898445.56,2879654.029,1133216.569,39644.43158,,34619665.97,861196.4715,2929077.677,3102281.475,12674458.98,-6355158.066,26478537.12,43767928.16,10041678.25,12027166.35
162474.1325,20423254.15,13089641.7,161369.7263,1385546.688,-744278.8279,24460358.02,190076.032,,181296.3102,21783316.75,,219498509.4,152021189.6,19914262.45,11296089.16
174649.5041,9637855.592,814813.609,949931.0155,692320.8537,-4625291.561,10953116.47,,891969.362,5088.056703,,,63944788.85,59300195.33,4328358.153,5379792.32
413094.0423,6868483.208,81084.21231,545551.1234,1016488.35,-10470717.52,3474655.381,,2006806.429,268423.8387,14468118.1,,56952655.04,19288998.18,2034109.908,2478249.216
1086829.836,19051338.66,6971468.656,749490.177,1055018.616,-6239021.667,24048556.23,,9279037.22,3145369.927,13304963.48,-6222575.912,82507875.4,269324682.8,13122369.38,8460740.797
385426.4951,7106130.079,,2986326.252,449745.435,-2194002.487,6743632.902,507551.3966,3587912.528,367952.8201,7961544.785,-6324070.432,14022200.91,56452362.7,2534382.466,3236476.584
1195943.306,42377465.17,2166402.694,,1572019.029,-5971681.639,,423564.5636,3536931.099,300848.9874,23305726.81,-3863328.376,213487291.7,48656313.68,9751265.88,15678526.34
2668063.768,11999177.01,175480.3397,31003277.04,2822673.706,-8254820.459,12633450.71,,2718506.865,425239.0595,-880345.6259,-4264241.025,,194670596.2,,7339874.559
188433.4685,7037809.084,55353.07564,3788378.032,1068021.499,-9287931.35,5055384.353,159571.8669,2749465.595,689.969203,21432436.09,-5043026.095,50466031.35,26183595.83,2720700.813,1718667.045
913008.0731,31635668.76,1772421.273,17171985.77,,-9201848.988,41630519.92,208075.6246,6655872.207,31436.93123,19370529.75,-6899541.523,140565602.8,,17127382.11,11465358.54
1083894.307,15439199.97,718956.1427,1502916.585,1374757.518,-9007946.456,9447560.889,185895.3071,3405129.977,748911.8122,13892378.25,-3072388.65,81572866.19,41891257.62,3382818.225,6081652.838
1883282.986,28529732.42,10599714.56,,,-1170645.671,34326547.19,206121.6614,6063434.693,2321982.798,12111352.61,-3489027.601,134744408.5,94081212.69,,16464611.44
473701.57,1657617.891,,1862616.415,1882296.815,-1836623.386,3085400.217,267290.7766,4809468.518,368134.9642,4723288.681,-3739004.057,28888674.3,53247065.94,2764330.015,1887048.227
1963243.712,25143153.32,5243458.146,,1207942.332,-3175006.033,20596227.02,876222.0841,,1574577.491,11418976.36,-4922761.228,73233750.3,,6456144.12,25881642.68
276874.218,,2982236.095,,,-2287004.032,13417563.95,574192.2502,3026995.708,1589211.06,,-3279671.982,74260663.7,92819076.18,18327313.83,9692885.027
,15565658.27,2611861.438,,,-4084364.446,19186150.95,,4944912.278,1361207.375,14392649.24,,55464200.02,36288028.46,7740985.388,6938006.86
896966.7948,3068993.612,3027882.851,,731500.8225,-2754279.566,4547341.167,150929.9914,11815926.19,1788798.874,240949.2664,-6653549.292,16206360.51,72559105.97,796858.4314,683925.8085
488077.5749,,3380028.428,,1065409.317,-2744062.873,15859419.48,209777.5204,3498443.554,3295399.842,,,61956187.7,99567292.08,9471746.484,9014215.933
978802.1034,15627584.95,,,446812.2746,,16096706.56,394799.8,2487776.602,66606.33642,,-5869900.231,69460116.9,30590553.75,2113926.587,6380632.72
,8034638.919,5671114.111,225649.9673,222688.6144,221977.891,11658359.04,,3426096.624,4733616.464,4408534.849,-2695626.733,,37146504.99,18392400.2,9573012.727
867595.0122,,8651306.477,222527.774,604869.3378,,10398179.59,901927.4989,,,10414214.34,-3197903.834,70596335.25,61710200.36,9658633.448,12431529.2
3755181.531,,7220786.238,8653306.892,1716137.681,-8957555.974,,,15665312.31,3772625.399,,-7052337.106,157470921.8,591569168.1,17710199.35,13481964.09
1225744.624,8707657.283,4617982.937,3278531.239,,-2588635.517,,235063.0361,8228389.783,688055.925,9608094.455,-3548870.886,,,,5936311.386
1285398.091,12181166.53,4026685.325,,1095412.583,-4716623.747,14202515.45,200684.3099,5155537.926,2203807.342,10622888.95,-3132469.606,109688958,,4628260.85,5781060.859
962483.5799,33038022.76,2840463.762,2809928.789,,-7201155.196,24305503.29,747730.7616,3288300.342,580646.9909,18486359.45,,,,8052494.638,10378826.64
828556.506,,595197.1984,1847439.953,861420.6682,-8121090.325,,548522.1354,2990312.693,,14760410.98,-6623736.324,30957327.87,85868779.72,534419.1707,3571696.164
1077588.339,10455715.46,3086828.911,1567929.376,613398.0802,-1597239.794,13211133.06,494696.4216,3992328.135,3107435.374,4255700.055,,33443281.45,64013334.69,2815587.799,5961896.796
221197.4063,15291818.11,6380690.191,528257.9557,,-54665.63182,18444880.43,640471.4782,3840948.48,1950846.731,10943562.21,-5443761.002,95224337.96,243727587.9,17909978.17,9510263.521
,7185234.781,1476637.589,1390894.434,581502.4086,614908.2917,10390303.96,532420.5019,1061839.997,488146.0352,12275378.81,-3493129.565,55330858.1,18869585.58,4253347.469,6904990.427
1200815.965,25631451.51,15859991.04,174064.5889,279666.871,-4360730.757,27608954.71,,5233478.654,2855537.485,19525693.52,-6837127.393,130566376.3,85908014.87,5373879.781,9511885.952
1998094.869,11013639.25,2711353.483,685391.3106,232903.6334,-5123997.047,14381707.68,312481.7205,6396123.314,,,,30905582.04,25954132.87,3503819.114,4835076.414
1304269.08,28528096.18,5013327.915,604981.1172,869354.606,,16230898.55,306055.8885,3897410.986,1342044.777,18575819.35,,109844997.1,95854173.71,,13757756.08
2090659.721,,12303712.01,,3260509.748,-349088.6557,25598110.58,622112.2969,3234490.256,1464148.766,10641905.54,-5165395.158,126918583.9,536796200.9,10387916.14,21521340.1
617249.7076,16138048.28,5563948.11,324912.8589,97706.00234,-3342595.394,25686597.42,586109.8019,4192211.869,,15068646.67,-5025352.887,60611069.92,26941217.82,9899502.741,8560552.959
1684120.574,12866583.72,905878.3304,,1077007.289,,5055590.195,680832.0064,4929963.051,,8828952.447,-1819749.45,38114934.19,29641049.56,3036182.167,5821657.748
1057060.577,27699224.48,,15361367.23,2124770.072,405773.7905,37157256.24,,2709388.162,444732.206,15358406.39,-4807167.017,,166124691.2,13737054.76,
,26394654.89,487585.6202,27973078.9,2301466.885,-11006418.83,14622516.82,521999.2516,1767278.119,189343.6579,19604859.65,-3083551.663,127122768.3,67639581,2964761.14,13665482.52
1918074.464,6305597.474,,3092729.562,,-1553968.054,21671172.94,,,3897798.829,6802696.486,-4463439.569,119838258.9,426145649.6,12826492.98,7277560.164
1149422.367,,4874178.622,962508.2139,279735.3744,-5541961.524,22517926.35,380418.7877,2631114.486,709386.502,17193839.33,-6032059.466,80475668.25,52668637.46,,9877479.597
1960395.181,24727618.23,6797346.63,3055208.68,1304967.519,-7308252.431,31144600.88,,3661214.202,386599.0497,18805943.79,-4697807.704,,154123162.4,,16043833.05
1347980.21,26445316.02,1270578.861,7612980.993,1032127.95,-10794648.41,44844980.91,258030.6667,7691217.618,42458.39683,24829221.56,,202141191.6,52334873.7,,
690994.2966,13748132.44,2043513.026,545718.3162,483069.0108,-7438390.42,7601182.712,,1394656.637,330013.0944,17358776.62,-3809519.61,,31781335.26,4949874.924,8097291.329
1716614.254,34823168.59,7195914.219,15228210.78,1707317.033,-4406289.838,40548647.76,1508130.943,14302227.3,,,-5541847.749,202696513.2,66500460.82,8559312.238,8058381.276
3051551.422,,,466924.5482,832341.1696,,18934806.89,288258.2139,2744508.916,,16250537.67,,119417822.5,111690649.6,,17889097.81
1995370.881,10625417.61,5885194.191,1352770.231,705292.355,,11996342.12,313025.9567,6379313.679,,5581997.666,-2724504.774,,50187802.18,7949365.149,9147556.882
327449.0502,,829666.9736,138855.4584,,-3401922.582,1288473.128,69790.61002,1080437.145,119444.9517,6330304.991,-2189180.229,56693293.04,11015390.81,1182225.679,1451629.875
3430929.491,16050629.59,2470913.923,34449572.07,2160399.377,,34776434.5,74775.12166,3401097.389,553020.6642,-3157435.127,-5061582.961,,326915236.9,7783816.794,15448778.42
272798.5857,16365039.07,4621124.819,1676382.001,3113278.938,-2140771.368,26562508.85,158203.3361,1423184.563,14575.78654,,-3265396.141,295752478.8,106002996.9,21124796.57,14241818.31
,5913782.834,6198329.701,288629.1471,,,6902123.525,,1020297.199,1140482.03,7832880.765,-2789470.942,114814331.8,142500515.4,5988601.976,11789704
1371503.154,8401509.344,,504100.9236,442672.3113,-1769376.194,20336714.48,80534.72343,2957807.474,935146.4348,4538421.293,-3394087.832,61630959.88,57724741.32,13218586.9,11897695.58
,,787474.9142,6055534.616,1659284.35,,15335475.01,352221.6776,1225535.066,67471.3411,,-2773488.962,,91942026.11,15614382.64,15653879.59
173094.4733,6893323.225,1321703.896,89481.72657,80166.48118,-1984770.201,3482862.502,348425.0469,1508833.751,1439736.267,12592341.53,-2587098.545,31543120.06,4303762.97,,2812599.539
899396.1105,19760512.03,303835.3979,21868173.6,2494702.205,,21383501.24,,4992386.633,7442.930632,,-5240848.884,162585426.5,49720606.66,2723642.515,3910097.156
1455315.898,44261440.41,4968978.62,7398113.176,899035.4447,-6648470.015,42616226.53,714094.1458,,729844.8574,18918636.87,-6331473.321,119831484.1,,13809015.74,19973709.32
1090511.997,5534417.419,595911.5141,2715115.333,670243.8485,,5064876.567,147909.7182,1880148.688,401696.0698,1651419.747,-4638306.796,16487312.27,48695168.67,1458880.005,4328308.956
415810.9064,7499491.963,429702.5871,352366.8397,3415062.563,-10523781.52,4302382.1,116610.6867,1900473.302,121991.9105,16633742.46,-2969362.782,154866120.3,95926873.95,,4107523.011
,22196240,,11071023.06,1933865.289,-1364703.793,31456436.6,514085.7892,7180570.644,720621.5464,14250720.62,-4582004.386,124374929.8,72095092.42,9128584.749,8015024.642
1161061.177,37517166.99,5302268.235,6557988.859,,-9190417.702,37047735.85,744835.6696,9138227.523,21674.2463,30525568.54,,177815997.6,210965064.5,3352198.607,4923644.982
749057.8963,19146119.97,12233570.72,226636.4083,269653.1805,-1703589.426,32101219.12,102013.2262,5965257.792,,11045236.57,-4490190.166,123258354.8,,,8077250.521
831541.7554,20554403.44,12615154.87,2478517.887,2099227.336,-836797.7079,26293626.43,429463.0188,,,,-5095683.625,224209017.4,103004132.9,10294180.21,10737641.96
,6128603.916,2483826.342,,494891.0874,-3806755.147,11597484.67,540005.9703,9027333.09,3548443.841,6059731.475,-2625123.146,32580240.66,21986418.55,6695875.383,4185487.469
1070649.012,14632199.04,153110.708,,1486965.131,-10607702.89,7598476.131,618581.0377,1242563.31,18941.85014,19459925.17,,84704497.19,,,7632389.335
1808439.366,25368368.14,,14448849.77,1790467.873,-6912393.918,23559848.42,266888.0655,4382170.095,90752.24098,15836749.05,,111618905.3,148455585.7,5004104.624,9204644.268
971665.4017,,7637159.806,3816701.803,1356507.826,-2910286.604,44609857.45,286119.4377,,,16641032.69,-3591623.581,165057326.8,117111499.4,,
11947994.19,21446076.45,15948831.89,542956.3283,1760569.237,-11303848.1,18267867.68,566231.4768,10027033.84,,18936311.83,-4122592.174,202826936.1,228415301.3,9706125.841,12984188.02
1680491.081,8787927.972,3585450.405,2166688.164,,-2367347.57,,223280.1525,3499464.136,1018856.414,5658569.845,-4437993.399,66217523.59,62669578.6,1934344.015,5644322.276
269809.7461,13390560.96,1193148.728,2056256.512,760843.8707,-1718993.102,11052982.6,640536.44,656991.7072,350219.4462,14376153.92,-3011045.93,,30451549.61,8603354.809,11370443.01
793616.7903,,2253168.083,2161456.538,1013085.806,-2126463.215,14702251.14,1346821.51,4554800.08,4698634.313,10839189.21,-1859073.886,60287756.36,32554053.53,10676557.17,
515454.2104,47355965.84,4489582.761,12176168.93,1107230.677,-4911134.662,,314180.2353,3565465.772,20032.17371,26481052.21,-5576845.254,204639482.4,108418100.6,25396910.51,19038338.8
1918902.057,45042081.09,12990588.75,4137920.491,1804948.988,,33655324.81,458252.6137,10272741.22,1174977.122,21789115.87,-6606673.252,179907354.9,167665754.2,4252330.626,
2646854.694,6826470.342,4417.349938,3660067.544,1448844.404,-15111723.37,704483.9288,204342.9436,,56429.30284,15654582.51,-3538480.233,,29996696.12,397254.9543,774841.1343
714810.5655,19324198.64,266044.0343,,416703.3465,-8036996.304,11707587.94,827070.4344,,626118.0613,14682197.07,-3819965.632,30058240.33,29353424.84,5878878.431,8334095.337
830737.3493,4939001.649,842252.0914,412095.8416,1197391.625,-6825696.528,,377244.6176,,3135494.399,5828309.277,-3155719.206,36840588.63,40708360.62,2184966.782,2326634.234
884362.9267,11817808.12,4177596.362,1984266.473,2932452.411,-7452215.314,14940622.95,321824.0871,7710654.273,72444.34403,20779516.15,-6858549.006,166685469.9,271558926.8,4759810.224,3898949.725
232740.7792,20521228,1857693.253,1318772.671,342864.6074,-16299.52715,18387218.37,,524556.053,554649.837,14213762.08,-1943200.077,72088868.14,14584311.77,12372524.49,16174964.65
3271660.028,42612172.92,722270.2377,67738344.34,2239323.003,-11430239.7,28905812.18,1321659.284,1828490.439,242390.5602,19464265.55,-3288544.968,136342184.3,205189309.9,20853862.58,25023472.86
699451.2454,,6542501.905,3385383.262,1134287.46,-584233.8032,29395372.58,612458.7917,3876586.858,1516116.39,13266645.52,-3271140.998,106572136.5,77168069.17,20776580.21,16388638.42
2413350.391,39648030.28,1380799.676,6421472.779,1243789.774,,38526333.86,149804.1894,9844051.456,203498.5085,17261165.55,-6267293.376,,287620871.5,,
,8854367.177,1597183.222,3479296.174,684659.8608,-2173659.372,10642010.81,1051655.313,4710503.057,3978676.123,8247786.693,,25421564.18,33395018.35,3126426.212,6745324.836
4102654.851,22234412.55,5779799.188,7472096.185,1512561.584,-7372086.054,27010109.73,1060828.106,12108673.24,3858835.01,,-3756703.686,78076536.82,192444660.3,,
668199.5277,,4481804.877,8312268.895,3660034.335,-2008188.502,26822089.55,481338.382,,171233.0516,24269139.6,-4398520.195,246541293.3,78827452.84,5952906.983,8208273.158
320055.4677,,1863683.397,575899.5949,994175.651,-6936425.929,16660576.85,274374.6579,2000507.75,215365.9648,15866037.07,-5364056.305,101213604.4,,14168569.12,8407918.859
143113.2519,14273560.86,1745672.911,,56998.58949,-1629322.576,18831520.67,97095.87836,359295.1982,364477.7822,12454896.79,-1933464.246,59969656.05,8325458.527,17171377.73,13205400.72
851506.7921,,602943.5925,10155915.3,,-9588637.722,,102002.3662,,10487.77166,19164008.3,-6172347.635,,117370748.9,6441682.29,5546272.16
5289347.581,21999896.19,536942.5842,25724519.13,,-10168049.57,27907988.57,334277.9141,3402107.051,445312.0531,14506293.74,-2856122.304,96901494.51,29418270.79,4830565.549,11469996.5
1025934.763,43544931.21,6854220.169,,471481.2505,,53936835.76,435573.879,1823632.449,1160357.538,18050644.25,-3996902.57,133337888,111249463.7,31728765.25,30761229.68
255042.4158,,5008542.837,240052.15,121014.9939,-2643145.548,13239765.06,1217679.714,776407.505,1579261.318,16197934.03,-3153888.733,62946410.16,28788245.19,23025370.38,
796743.7475,16889089.19,6112173.341,,1651791.333,-1391526.127,24562256.28,105873.748,1898190.89,27769.10087,16339056.46,-4286055.824,181396304.9,62964135.73,,11802164.97
,6818806.436,1743097.13,341790.4122,656868.9008,-9677858.206,3763146.698,511744.5633,10436723,4709465.395,13834310.5,-3114411.224,46406924.97,17976318.21,821119.746,
1622123.679,11065600.93,6043266.225,477650.9285,855583.332,-2499121.453,18749949.82,307593.9425,,5600443.2,3578994.806,-2394104.788,,91745563.68,11861514.74,17639996.91
2674253.702,27966653.94,,11473188.71,1505330.469,-5440060.866,28074153.69,220904.7738,1841333.988,,10684052.45,-2987425.121,92147992.96,121213902.1,11323369.97,23527231.66
910341.9124,18830385.07,,,,-2446828.02,30291768.38,484003.5835,2877645.392,4384082.837,6443634.248,-2268586.902,81530962.86,78229816.93,17246859.06,16443620.02
153446.6783,6786185.281,,743865.0847,1553055.183,-1507390.948,6262981.605,,1022301.604,345455.281,,-2923298.961,,32256509.39,5876366.844,5609720.658
692076.2225,7468104.708,,1908414.8,382227.6341,-572288.5845,15219670.1,360937.0829,2321462.665,1848178.649,2673768.655,-2532252.886,35791889.42,,8276964.252,7155785.059
